Weather_Station,Weather_Date,Avg_Wind,Avg_Precip,Avg_Snow,Avg_Snow_Depth,Avg_Max_Temp,Avg_Min_Temp,Weather_Week,Weather_Days_Precipitated,Weather_Days_Snowed,Weather_Days_With_Snow_Accumulat,Weather_Days_With_Strong_Wind,Weather_Cold_Days,Weather_Bad_Weather_days,Weather_Bad_Weather_Week
River City Airport,21/10/2012,5.304285714,0.094285714,0,0,51.42857143,36,43,5,0,0,0,1,5,Yes
River City Airport,28/10/2012,6.71,0.13,0,0,65.28571429,50.28571429,44,5,0,0,0,0,5,Yes
River City Airport,04/11/2012,6.102857143,0.044285714,0,0,56,41.28571429,45,3,0,0,0,3,4,No
River City Airport,11/11/2012,4.121428571,0.108571429,0,0,46.14285714,36,46,5,0,0,0,3,6,Yes
River City Airport,18/11/2012,10.93,0.2,0,0,55.57142857,40.85714286,47,6,0,0,1,0,6,Yes
River City Airport,25/11/2012,4.697142857,0.08,0,0,43.71428571,32.71428571,48,4,0,0,0,3,6,Yes
River City Airport,02/12/2012,12.17714286,0.09,0,0,52.71428571,39.71428571,49,4,0,0,0,1,5,Yes
River City Airport,09/12/2012,5.304285714,0.052857143,0,0,44,32,50,3,0,0,0,3,4,No
River City Airport,16/12/2012,15.94571429,0.017142857,0,0,50.14285714,34.42857143,51,3,0,0,1,1,5,Yes
River City Airport,23/12/2012,5.848571429,0.055714286,0.057142857,0,39.85714286,31,52,4,1,0,0,6,7,Yes
River City Airport,30/12/2012,2.235,0,0,0,31.5,24.5,53,0,0,0,0,2,2,No
